すみどら,名詞,スミドラ
自己紹介,名詞,ジコショウカイ
災害情報,名詞,サイガイジョウホウ
すみどらちゃん,名詞,スミドラチャン
らいみゅ,固有名詞,ライミュ
ゲーム開発,名詞,ゲームカイハツ
雑フォ,名詞,ザツフォ
さん,敬語,サン
東京スカイツリー,固有名詞,トウキョウスカイツリー
身内鯖,名詞,ミウチサバ
ガチギレ,名詞,ガチギレ
フカヒレ,名詞,フカヒレ
ログイン認証,名詞,ログインニンショウ
サーバーid,名詞,サーバーアイディー
コマンド,名詞,コマンド
マイクラ,名詞,マイクラ
Raspberry pi,名詞,ラズベリーパイ
アニオタ,名詞,アニオタ
スペルミス,名詞,スペルミス
仮想PC,名詞,カソウピーシー
